Base Decision Tree Model

9531, pred: pos, actual: neg BAD
11772, pred: pos, actual: neg BAD
11773, pred: neg, actual: pos BAD
11774, pred: neg, actual: neg GOOD
11775, pred: neg, actual: neg GOOD
11776, pred: pos, actual: neg BAD
11777, pred: pos, actual: pos GOOD
11778, pred: neg, actual: pos BAD
11779, pred: neg, actual: neg GOOD
11780, pred: pos, actual: pos GOOD
11781, pred: neg, actual: neg GOOD
11782, pred: neg, actual: neg GOOD
11783, pred: pos, actual: pos GOOD
11784, pred: pos, actual: neg BAD
11785, pred: neg, actual: pos BAD
11786, pred: pos, actual: pos GOOD
11787, pred: pos, actual: pos GOOD
11788, pred: neg, actual: pos BAD
11789, pred: neg, actual: neg GOOD
11790, pred: neg, actual: pos BAD
11791, pred: pos, actual: pos GOOD
11792, pred: pos, actual: pos GOOD
11793, pred: neg, actual: neg GOOD
11794, pred: neg, actual: pos BAD
11795, pred: neg, actual: neg GOOD
11796, pred: pos, actual: pos GOOD
11797, pred: neg, actual: neg GOOD
11798, pred: neg, actual: pos BAD
11799, pred: neg, actual: neg GOOD
11800, pred: pos, actual: pos GOOD
11801, pred: neg, actual: pos BAD
11802, pred: neg, actual: neg GOOD
11803, pred: neg, actual: pos BAD
11804, pred: neg, actual: neg GOOD
11805, pred: neg, actual: neg GOOD
11806, pred: pos, actual: pos GOOD
11807, pred: pos, actual: pos GOOD
11808, pred: pos, actual: neg BAD
11809, pred: pos, actual: pos GOOD
11810, pred: neg, actual: pos BAD
11811, pred: neg, actual: pos BAD
11812, pred: neg, actual: pos BAD
11813, pred: neg, actual: pos BAD
11814, pred: pos, actual: neg BAD
11815, pred: pos, actual: pos GOOD
11816, pred: neg, actual: neg GOOD
11817, pred: neg, actual: neg GOOD
11818, pred: pos, actual: pos GOOD
11819, pred: neg, actual: neg GOOD
11820, pred: neg, actual: neg GOOD
11821, pred: pos, actual: neg BAD
11822, pred: neg, actual: pos BAD
11823, pred: neg, actual: neg GOOD
11824, pred: neg, actual: neg GOOD
11825, pred: pos, actual: neg BAD
11826, pred: neg, actual: pos BAD
11827, pred: pos, actual: pos GOOD
11828, pred: pos, actual: neg BAD
11829, pred: pos, actual: pos GOOD
11830, pred: pos, actual: pos GOOD
11831, pred: neg, actual: pos BAD
11832, pred: pos, actual: pos GOOD
11833, pred: pos, actual: pos GOOD
11834, pred: neg, actual: pos BAD
11835, pred: pos, actual: pos GOOD
11836, pred: pos, actual: neg BAD
11837, pred: pos, actual: pos GOOD
11838, pred: pos, actual: pos GOOD
11839, pred: pos, actual: neg BAD
11840, pred: pos, actual: neg BAD
11841, pred: neg, actual: pos BAD
11842, pred: pos, actual: pos GOOD
11843, pred: neg, actual: neg GOOD
11844, pred: pos, actual: neg BAD
11845, pred: neg, actual: neg GOOD
11846, pred: pos, actual: neg BAD
11847, pred: neg, actual: neg GOOD
11848, pred: neg, actual: pos BAD
11849, pred: neg, actual: pos BAD
11850, pred: neg, actual: neg GOOD
11851, pred: neg, actual: neg GOOD
11852, pred: pos, actual: pos GOOD
11853, pred: pos, actual: pos GOOD
11854, pred: pos, actual: pos GOOD
11855, pred: neg, actual: neg GOOD
11856, pred: pos, actual: pos GOOD
11857, pred: neg, actual: neg GOOD
11858, pred: neg, actual: neg GOOD
11859, pred: neg, actual: neg GOOD
11860, pred: neg, actual: neg GOOD
11861, pred: neg, actual: neg GOOD
11862, pred: pos, actual: pos GOOD
11863, pred: neg, actual: neg GOOD
11864, pred: neg, actual: neg GOOD
11865, pred: neg, actual: neg GOOD
11866, pred: neg, actual: pos BAD
11867, pred: pos, actual: pos GOOD
11868, pred: pos, actual: neg BAD
11869, pred: neg, actual: pos BAD
11870, pred: neg, actual: neg GOOD
11871, pred: neg, actual: pos BAD
11872, pred: neg, actual: neg GOOD
11873, pred: neg, actual: neg GOOD
11874, pred: pos, actual: pos GOOD
11875, pred: pos, actual: neg BAD
11876, pred: neg, actual: pos BAD
11877, pred: neg, actual: pos BAD
11878, pred: pos, actual: neg BAD
11879, pred: neg, actual: neg GOOD
11880, pred: pos, actual: pos GOOD
11881, pred: neg, actual: pos BAD
11882, pred: pos, actual: pos GOOD
11883, pred: neg, actual: pos BAD
11884, pred: neg, actual: neg GOOD
11885, pred: pos, actual: neg BAD
11886, pred: neg, actual: neg GOOD
11887, pred: pos, actual: neg BAD
11888, pred: neg, actual: pos BAD
11889, pred: pos, actual: pos GOOD
11890, pred: neg, actual: neg GOOD
11891, pred: pos, actual: pos GOOD
11892, pred: pos, actual: pos GOOD
11893, pred: pos, actual: pos GOOD
11894, pred: pos, actual: pos GOOD
11895, pred: neg, actual: neg GOOD
11896, pred: pos, actual: neg BAD
11897, pred: pos, actual: neg BAD
11898, pred: pos, actual: pos GOOD
11899, pred: neg, actual: neg GOOD
11900, pred: pos, actual: neg BAD
11901, pred: neg, actual: pos BAD
11902, pred: pos, actual: pos GOOD
11903, pred: pos, actual: neg BAD
11904, pred: pos, actual: neg BAD
11905, pred: pos, actual: neg BAD
11906, pred: neg, actual: pos BAD
11907, pred: neg, actual: neg GOOD
11908, pred: pos, actual: neg BAD
11909, pred: neg, actual: neg GOOD
11910, pred: pos, actual: pos GOOD
11911, pred: neg, actual: pos BAD
11912, pred: neg, actual: neg GOOD
11913, pred: neg, actual: neg GOOD


Confusion Matrix

_________________________
|TP: 803|   FP: 350 |
-----------------------------
|FN: 413|   TN: 817 |
-------------------------



Accuracy: 67.98% 


Precision POS: 66.04% 
Recall POS: 69.64% 
F1 Measure POS: 67.79% 

Precision NEG: 70.01% 
Recall NEG: 66.42% 
F1 Measure NEG: 68.17% 
